StockCode,Description,UnitPrice
21394,RED POLKADOT BEAKER ,0.4419298245614035
21395,BLUE POLKADOT BEAKER ,0.39
21397,BLUE POLKADOT EGG CUP ,0.5268181818181819
21398,RED POLKADOT COFFEE  MUG,0.6691836734693878
21399,BLUE POLKADOT COFFEE MUG,0.5554838709677419
21400,RED PUDDING SPOON,0.1575
21401,BLUE PUDDING SPOON,0.15050847457627117
21402,RED  EGG  SPOON,0.12491803278688525
21403,BLUE EGG  SPOON,0.13183098591549294
21407,BROWN CHECK CAT DOORSTOP ,4.220744680851064
21408,SPOTTY PINK DUCK DOORSTOP,4.074
21411,GINGHAM HEART  DOORSTOP RED,3.897914438502674
21413,PERIWINKLE T-LIGHT HOLDER,1.25
21414,SCALLOP SHELL SOAP DISH,2.1
21415,CLAM SHELL SMALL ,1.969
21416,CLAM SHELL LARGE,3.75
21417,COCKLE SHELL DISH,1.7725
21418,STARFISH SOAP DISH,2.0084615384615385
21420,OYSTER TRINKET BOX,2.8985714285714286
21421,PORCELAIN ROSE LARGE ,1.2353846153846153
21422,PORCELAIN ROSE SMALL,0.9093478260869565
21424,WOODLAND STORAGE BOX LARGE ,2.8772727272727274
21425,SKULLS STORAGE BOX LARGE,2.9250000000000003
21426,WOODLAND STORAGE BOX SMALL,2.0444444444444447
21427,SKULLS STORAGE BOX SMALL,2.1
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,4.180824175824176
21429,RED GINGHAM ROSE JEWELLERY BOX,1.88018018018018
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,3.694423676012461
21439,BASKET OF TOADSTOOLS,1.2475641025641027
21441,BLUE BIRDHOUSE DECORATION,0.7626315789473684
21442,GREEN BIRDHOUSE DECORATION,0.7144444444444444
21445,12 PINK ROSE PEG PLACE SETTINGS,1.25
21446,12 RED ROSE PEG PLACE SETTINGS,1.25
21447,12 IVORY ROSE PEG PLACE SETTINGS,1.25
21448,12 DAISY PEGS IN WOOD BOX,1.65
21452,TOADSTOOL MONEY BOX,2.9440740740740745
21454,PAINTED PINK RABBIT ,0.85
21455,PAINTED YELLOW WOODEN DAISY,0.85
21456,2 PICTURE BOOK EGGS EASTER CHICKS,1.25
21457,2 PICTURE BOOK EGGS EASTER DUCKS,1.25
21458,2 PICTURE BOOK EGGS EASTER BUNNY,1.25
21459,YELLOW EASTER EGG HUNT START POST,1.9500000000000002
21460,GREEN EASTER EGG HUNT START POST,1.9500000000000002
21461,BLUE EASTER EGG HUNT START POST,1.95
21462,"NURSERY A,B,C PAINTED LETTERS",5.890298507462687
21463,MIRRORED DISCO BALL ,5.791472868217054
21464,DISCO BALL ROTATOR BATTERY OPERATED,4.245098039215686
21465,PINK FLOWER CROCHET FOOD COVER,3.808888888888889
21466,RED FLOWER CROCHET FOOD COVER,3.8954945054945056
21467,CHERRY CROCHET FOOD COVER,3.8451282051282054
21468,BUTTERFLY CROCHET FOOD COVER,3.8983999999999996
21469,POLKA DOT RAFFIA FOOD COVER,3.8022535211267603
21470,FLOWER VINE RAFFIA FOOD COVER,3.8476315789473685
21471,STRAWBERRY RAFFIA FOOD COVER,3.723913043478261
21472,LADYBIRD + BEE RAFFIA FOOD COVER,3.75
21473,SWEETHEART CREAM STEEL TABLE RECT,19.95
21476,STEEL SWEETHEART ROUND TABLE CREAM,14.949999999999998
21479,WHITE SKULL HOT WATER BOTTLE ,4.0185051546391755
21481,FAWN BLUE HOT WATER BOTTLE,3.3612041884816755
21484,CHICK GREY HOT WATER BOTTLE,3.9038888888888885
21485,RETROSPOT HEART HOT WATER BOTTLE,4.958964879852126
21486,PINK HEART DOTS HOT WATER BOTTLE,3.75
21488,RED WHITE SCARF  HOT WATER BOTTLE,3.95
21494,ROTATING LEAVES T-LIGHT HOLDER,1.3704651162790698
21495,SKULLS AND CROSSBONES WRAP,0.41769696969696973
21497,FANCY FONTS BIRTHDAY WRAP,0.4182608695652174
21498,RED RETROSPOT WRAP ,0.41802985074626864
21499,BLUE POLKADOT WRAP,0.41693023255813955
21500,PINK POLKADOT WRAP ,0.4169014084507042
21503,TOYBOX  WRAP ,0.4165217391304348
21504,SKULLS GREETING CARD,0.41687499999999994
21506,"FANCY FONT BIRTHDAY CARD, ",0.41856
21507,"ELEPHANT, BIRTHDAY CARD, ",0.43207070707070705
21508,VINTAGE KID DOLLY CARD ,0.42758620689655175
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,0.4317241379310345
21518,BANK ACCOUNT  GREETING  CARD ,0.41647058823529415
21519,GIN & TONIC DIET GREETING CARD ,0.4178010471204188
21520,BOOZE & WOMEN GREETING CARD ,0.41818181818181815
21523,DOORMAT FANCY FONT HOME SWEET HOME,7.865163727959699
21524,DOORMAT SPOTTY HOME SWEET HOME,7.963530864197531
21527,RED RETROSPOT TRADITIONAL TEAPOT ,7.860447761194029
21528,DAIRY MAID TRADITIONAL TEAPOT ,6.926744186046512
21530,DAIRY MAID TOASTRACK,1.072857142857143
21531,RED RETROSPOT SUGAR JAM BOWL,2.506730769230769
21533,RETROSPOT LARGE MILK JUG,4.882475884244373
21534,DAIRY MAID LARGE MILK JUG,4.9332
21535,RED RETROSPOT SMALL MILK JUG,2.5341853035143767
21537,RED RETROSPOT PUDDING BOWL,4.232456140350878
21538,DAIRY MAID  PUDDING BOWL,3.75
21539,RED RETROSPOT BUTTER DISH,4.903990610328639
21544,SKULLS  WATER TRANSFER TATTOOS ,0.8447368421052631
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,2.95
21555,CERAMIC STRAWBERRY TRINKET TRAY,2.55
21556,CERAMIC STRAWBERRY MONEY BOX,2.524468085106383
21557,SET OF 6 FUNKY BEAKERS,3.2153846153846155
21558,SKULL LUNCH BOX WITH CUTLERY ,2.5299256505576206
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2.5574133949191684
21561,DINOSAUR LUNCH BOX WITH CUTLERY,2.563571428571428
21562,HAWAIIAN GRASS SKIRT ,1.2272
21563,RED HEART SHAPE LOVE BUCKET ,2.7335820895522387
21564,PINK  HEART SHAPE LOVE BUCKET ,2.743009708737864
21576,LETS GO SHOPPING COTTON TOTE BAG,2.367826086956522
21577,SAVE THE PLANET COTTON TOTE BAG,2.25
21578,WOODLAND DESIGN  COTTON TOTE BAG,2.25
21579,LOLITA  DESIGN  COTTON TOTE BAG,2.25
21580,RABBIT  DESIGN  COTTON TOTE BAG,2.25
21581,SKULLS  DESIGN  COTTON TOTE BAG,2.25
21584,RETROSPOT SMALL TUBE MATCHES,1.6487012987012986
21586,KINGS CHOICE GIANT TUBE MATCHES,2.502272727272727
21587,COSY HOUR GIANT TUBE MATCHES,2.5344827586206895
21588,RETROSPOT GIANT TUBE MATCHES,2.5266666666666664
21591,COSY HOUR CIGAR BOX MATCHES ,1.2487333333333333
21592,RETROSPOT CIGAR BOX MATCHES ,1.1293548387096775
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,2.922972972972973
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,2.9394736842105265
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,2.95
21615,4 LAVENDER BOTANICAL DINNER CANDLES,1.6868932038834952
21616,4 PEAR BOTANICAL DINNER CANDLES,1.6898148148148149
21617,4 LILY  BOTANICAL DINNER CANDLES,2.2884615384615383
21618,4 WILDFLOWER BOTANICAL CANDLES,1.9956140350877194
21619,4 VANILLA BOTANICAL CANDLES,1.6188524590163935
21620,SET OF 4 ROSE BOTANICAL CANDLES,1.746031746031746
21621,VINTAGE UNION JACK BUNTING,8.505375
21622,VINTAGE UNION JACK CUSHION COVER,4.942391304347826
21623,VINTAGE UNION JACK MEMOBOARD,9.764536585365853
21624,VINTAGE UNION JACK DOORSTOP,5.9261904761904765
21625,VINTAGE UNION JACK APRON,6.995438596491228
21626,VINTAGE UNION JACK PENNANT,1.95
21627,ELEPHANT CARNIVAL POUFFE,14.949999999999998
21628,TRIANGULAR POUFFE VINTAGE ,14.674999999999999
21629,SQUARE FLOOR CUSHION VINTAGE RED,7.87
21630,FLOOR CUSHION ELEPHANT CARNIVAL,8.813636363636363
21631,HIPPY CHIC DECORATIVE PARASOL,7.25
21632,VINTAGE PINK DECORATIVE PARASOL,3.95
21633,SUNFLOWER DECORATIVE PARASOL,10.235714285714286
21634,ASSORTED MINI MADRAS NOTEBOOK,0.5769565217391304
21635,MADRAS NOTEBOOK LARGE ,1.9166666666666667
21636,MADRAS NOTEBOOK MEDIUM,0.7993150684931507
21637,ASSORTED SANSKRIT MINI NOTEBOOK,1.25
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,2.1
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,0.8475
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,0.4791304347826087
21642,ASSORTED TUTTI FRUTTI PEN,0.3752173913043478
21643,ASSORTED TUTTI FRUTTI MIRROR,1.2377419354838708
21644,ASSORTED TUTTI FRUTTI HEART BOX,1.25
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,2.1
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,1.2377419354838708
21650,ASSORTED TUTTI FRUTTI BRACELET,0.24411764705882355
21651,HANGING GLASS ETCHED TEALIGHT,1.6099999999999999
21654,RIDGED GLASS FINGER BOWL,0.655
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,1.69
21656,RIDGED GLASS POSY VASE ,1.45
21657,MILK BOTTLE WITH GLASS STOPPER ,6.95
21658,GLASS  BEURRE DISH,3.89992125984252
21661,VINTAGE GLASS TEA CADDY,5.95
21662,VINTAGE GLASS COFFEE CADDY,5.91875
21664,RIDGED GLASS STORAGE JAR CREAM LID,3.73
21666,RIDGED GLASS T-LIGHT HOLDER,0.65
21667,GLASS CAKE COVER AND PLATE,14.95
21668,RED STRIPE CERAMIC DRAWER KNOB,1.305029761904762
21669,BLUE STRIPE CERAMIC DRAWER KNOB,1.3255710306406685
21670,BLUE SPOT CERAMIC DRAWER KNOB,1.2992758620689655
21671,RED SPOT CERAMIC DRAWER KNOB,1.2883214285714286
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1.2922508038585208
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,1.2998924731182797
21675,BUTTERFLIES STICKERS,0.9392156862745098
21676,FLOWERS  STICKERS,1.09375
21677,HEARTS  STICKERS,0.916625
21678,PAISLEY PATTERN  STICKERS,0.85
21679,SKULLS  STICKERS,0.8485057471264367
21680,WOODLAND  STICKERS,0.85
21681,GIANT MEDINA STAMPED METAL BOWL ,9.95
21682,LARGE MEDINA STAMPED METAL BOWL ,5.0502
21683,MEDIUM MEDINA STAMPED METAL BOWL ,2.9500000000000006
21684,SMALL MEDINA STAMPED METAL BOWL ,0.8888888888888888
21686,MEDINA STAMPED METAL STOOL,39.672222222222224
21688,SILVER PLATE CANDLE BOWL SMALL,2.95
21689,SILVER VANILLA  FLOWER CANDLE POT,3.75
21690,SILVER  CANDLEPOT JARDIN ,3.75
21692,SILVER LATTICE VANILLA CANDLE POT,3.75
21693,SMALL HAMMERED SILVER CANDLEPOT ,2.95
21694,SMALL REGAL  SILVER CANDLEPOT ,2.91
21695,SMALL SILVER FLOWER CANDLE POT,2.95
21696,SMALL SILVER TRELLIS CANDLEPOT,2.95
21698,MOCK LOBSTER FRIDGE MAGNET,0.49454545454545457
21700,BIG DOUGHNUT FRIDGE MAGNETS,0.85
21703,BAG 125g SWIRLY MARBLES,0.4274898785425101
21704,BAG 250g SWIRLY MARBLES,0.8637878787878788
21705,BAG 500g SWIRLY MARBLES,1.5144642857142858
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,5.076764705882353
21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,5.148297872340425
21708,FOLDING UMBRELLA CREAM POLKADOT,4.90625
21709,FOLDING UMBRELLA CHOCOLATE POLKADOT,5.089032258064516
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,5.066451612903226
21711,FOLDING UMBRELLA WHITE/RED POLKADOT,4.889130434782609
21713,CITRONELLA CANDLE FLOWERPOT,2.098031496062992
21714,CITRONELLA CANDLE GARDEN POT,1.25
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,2.5176258992805756
21716,BOYS VINTAGE TIN SEASIDE BUCKET,2.5523357664233575
21717,EASTER TIN BUCKET,2.5026315789473683
21718,RED METAL BEACH SPADE ,1.2668055555555555
21719,LOVELY BONBON STICKER SHEET,0.85
21720,CAKE SHOP  STICKER SHEET,0.85
21721,CANDY SHOP  STICKER SHEET,0.85
21722,SWEET PUDDING STICKER SHEET,0.85
21723,ALPHABET HEARTS STICKER SHEET,0.85
21724,PANDA AND BUNNIES STICKER SHEET,0.85
21725,SWEETIES  STICKERS,0.85
21726,MULTI HEARTS  STICKERS,0.85
21730,GLASS STAR FROSTED T-LIGHT HOLDER,4.929243697478992
21731,RED TOADSTOOL LED NIGHT LIGHT,1.6596212121212122
21733,RED HANGING HEART T-LIGHT HOLDER,2.9483744557329463
21735,TWO DOOR CURIO CABINET,12.535975609756099
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,1.8150000000000002
21738,COSY SLIPPER SHOES SMALL  RED ,2.95
21739,COSY SLIPPER SHOES SMALL GREEN,2.878541666666667
21741,COSY SLIPPER SHOES LARGE GREEN,2.95
21742,LARGE ROUND WICKER PLATTER ,5.95
21743,STAR PORTABLE TABLE LIGHT ,2.924193548387097
21744,SNOWFLAKE PORTABLE TABLE LIGHT ,3.1924390243902443
21745,GAOLERS KEYS DECORATIVE GARDEN ,3.7783495145631067
21746,SMALL RED RETROSPOT WINDMILL,1.2572192513368983
21747,SMALL SKULL WINDMILL,1.2407142857142857
21749,LARGE RED RETROSPOT WINDMILL,2.074299065420561
21750,LARGE SKULL WINDMILL,2.1
21754,HOME BUILDING BLOCK WORD,6.018143884892086
21755,LOVE BUILDING BLOCK WORD,6.018232142857143
21756,BATH BUILDING BLOCK WORD,6.03880658436214
21757,LIGHTHOUSE PRINTED METAL SIGN,4.95
21758,VINTAGE SHELLS PRINT,6.414285714285714
21761,WOOD AND GLASS MEDICINE CABINET,29.95
21763,VINTAGE WOODEN BAR STOOL,27.4625
21769,VINTAGE POST OFFICE CABINET,66.36
21770,OPEN CLOSED METAL SIGN,4.944181286549708
21773,DECORATIVE ROSE BATHROOM BOTTLE,1.0779661016949154
21774,DECORATIVE CATS BATHROOM BOTTLE,1.150576923076923
21775,DECORATIVE FLORE BATHROOM BOTTLE,1.2297560975609756
21777,RECIPE BOX WITH METAL HEART,7.95
21781,MA CAMPAGNE CUTLERY BOX,14.868518518518517
21784,SHOE SHINE BOX ,9.95
21785,RAIN PONCHO ,0.8
21786,POLKADOT RAIN HAT ,0.4564516129032258
21787,RAIN PONCHO RETROSPOT,0.8634054054054053
21788,KIDS RAIN MAC BLUE,0.852686567164179
21789,KIDS RAIN MAC PINK,0.8585294117647058
21790,VINTAGE SNAP CARDS,0.8515458276333789
21791,VINTAGE HEADS AND TAILS CARD GAME ,1.271002044989775
21792,CLASSIC FRENCH STYLE BASKET GREEN ,4.59
21793,CLASSIC FRENCH STYLE BASKET BROWN,4.293582089552239
21794,CLASSIC FRENCH STYLE BASKET NATURAL,4.395913978494623
21801,CHRISTMAS TREE DECORATION WITH BELL,0.42
21802,CHRISTMAS TREE HEART DECORATION,0.42
21803,CHRISTMAS TREE STAR DECORATION,0.42
21804,WHITE CHRISTMAS GARLAND STARS TREES,3.7236585365853654
21807,WHITE CHRISTMAS STAR DECORATION,0.42
21808,"CHRISTMAS GARLAND STARS,TREES",3.630952380952381
21809,CHRISTMAS HANGING TREE WITH BELL,0.7421348314606742
21810,CHRISTMAS HANGING STAR WITH BELL,0.5715760869565217
21811,CHRISTMAS HANGING HEART WITH BELL,0.6293865030674847
21812,GARLAND WITH HEARTS AND BELLS,4.9
21813,GARLAND WITH STARS AND BELLS,4.898780487804878
21814,HEART T-LIGHT HOLDER ,1.4499999999999997
21815,STAR  T-LIGHT HOLDER ,1.45
21816,CHRISTMAS TREE T-LIGHT HOLDER,1.45
21817,GLITTER CHRISTMAS TREE,0.5029824561403509
21818,GLITTER CHRISTMAS HEART ,0.5132098765432099
21819,GLITTER CHRISTMAS STAR ,0.49283464566929136
21820,GLITTER HEART GARLAND WITH BELLS ,3.793833333333333
21821,GLITTER STAR GARLAND WITH BELLS ,3.732439024390244
21822,GLITTER CHRISTMAS TREE WITH BELLS,1.028709677419355
21823,PAINTED METAL HEART WITH HOLLY BELL,0.7526315789473684
21824,PAINTED METAL STAR WITH HOLLY BELLS,0.5992105263157894
21826,EIGHT PIECE DINOSAUR SET,1.25
21827,EIGHT PIECE CREEPY CRAWLIE SET,1.25
21828,EIGHT PIECE SNAKE  SET,1.25
21829,DINOSAUR KEYRINGS ASSORTED,0.21227272727272728
21830,ASSORTED CREEPY CRAWLIES,0.4382222222222222
21832,CHOCOLATE CALCULATOR,1.7348275862068965
21833,CAMOUFLAGE LED TORCH,1.6816666666666664
21836,GINGHAM OVEN GLOVE RED HEART ,3.75
21839,MUMMY MOUSE RED GINGHAM RIBBON,5.45
21841,BABY MOUSE RED GINGHAM DRESS,4.25
21843,RED RETROSPOT CAKE STAND,10.862559241706162
21844,RED RETROSPOT MUG,2.9025925925925926
21845,DAIRY MAID STRIPE MUG,1.101219512195122
21846,PINK DIAMANTE PEN IN GIFT BOX,5.616666666666667
21847,GREEN  DIAMANTE PEN IN GIFT BOX,4.95
21849,SILVER DIAMANTE PEN IN GIFT BOX,5.089166666666666
21850,BLUE  DIAMANTE PEN IN GIFT BOX,4.916666666666667
21851,LILAC DIAMANTE PEN IN GIFT BOX,5.617999999999999
21864,UNION JACK FLAG PASSPORT COVER ,2.0748979591836734
21865,PINK UNION JACK  PASSPORT COVER ,2.0881159420289856
21866,UNION JACK FLAG LUGGAGE TAG,1.3029906542056073
21867,PINK UNION JACK  LUGGAGE TAG,1.276547619047619
21868,POTTING SHED TEA MUG,1.335579399141631
21870,I CAN ONLY PLEASE ONE PERSON MUG,1.2472661870503599
21871,SAVE THE PLANET MUG,1.3753284671532846
21872,GLAMOROUS  MUG,1.3589166666666666
21873,IF YOU CAN'T STAND THE HEAT MUG,1.2793181818181818
21874,GIN AND TONIC MUG,1.3487113402061854
21875,KINGS CHOICE MUG,1.3656249999999999
21876,POTTERING MUG,1.3846464646464645
21877,HOME SWEET HOME MUG,1.4184353741496598
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,0.8525
21879,HEARTS GIFT TAPE,0.4596551724137931
21880,RED RETROSPOT TAPE,0.5488000000000001
21881,CUTE CATS TAPE,0.5708888888888889
21882,SKULLS TAPE,0.5202564102564102
21883,STARS GIFT TAPE ,0.5566666666666668
21884,CAKES AND BOWS GIFT  TAPE,0.5036363636363637
21888,BINGO SET,3.83375
21889,WOODEN BOX OF DOMINOES,1.2802603036876357
21890,S/6 WOODEN SKITTLES IN COTTON BAG,3.241818181818182
21891,TRADITIONAL WOODEN SKIPPING ROPE,1.3939884393063584
21892,TRADITIONAL WOODEN CATCH CUP GAME ,1.2969767441860465
21894,POTTING SHED SEED ENVELOPES,1.3172222222222223
21895,POTTING SHED SOW 'N' GROW SET,4.25
21896,POTTING SHED TWINE,2.1061111111111113
21897,POTTING SHED CANDLE CITRONELLA,2.88
21898,POTTING SHED ROSE CANDLE,3.0157142857142856
21899,"KEY FOB , GARAGE DESIGN",0.6799547511312217
21900,"KEY FOB , SHED",0.6859398496240602
21901,"KEY FOB , BACK DOOR ",0.6779668049792532
21902,"KEY FOB , FRONT  DOOR ",0.6784146341463415
21903,MAN FLU METAL SIGN,2.2381045751633986
21904,HOUSE WRECKING METAL SIGN ,2.1
21905,MORE BUTTER METAL SIGN ,1.2827272727272727
21906,PHARMACIE FIRST AID TIN,6.732736842105263
21907,I'M ON HOLIDAY METAL SIGN,2.1131515151515154
21908,CHOCOLATE THIS WAY METAL SIGN,2.140395778364116
21910,WAY OUT METAL SIGN ,1.65
21911,GARDEN METAL SIGN ,1.65
21912,VINTAGE SNAKES & LADDERS,3.8400373134328363
21913,VINTAGE SEASIDE JIGSAW PUZZLES,3.8293258426966292
21914,BLUE HARMONICA IN BOX ,1.2808778625954198
21915,RED  HARMONICA IN BOX ,1.2612056737588653
21916,SET 12 RETRO WHITE CHALK STICKS,0.43220472440944885
21917,SET 12 KIDS  WHITE CHALK STICKS,0.4275268817204301
21918,SET 12 KIDS COLOUR  CHALK STICKS,0.42715789473684207
21922,UNION STRIPE WITH FRINGE  HAMMOCK,7.950238095238096
21925,UNION STRIPE CUSHION COVER ,1.25
21926,RED/CREAM STRIPE CUSHION COVER ,1.2468333333333335
21927,BLUE/CREAM STRIPE CUSHION COVER ,1.2480808080808081
21928,JUMBO BAG SCANDINAVIAN PAISLEY,2.034697247706422
21929,JUMBO BAG PINK VINTAGE PAISLEY,2.0408760330578515
21930,JUMBO STORAGE BAG SKULLS,2.027384937238494
21931,JUMBO STORAGE BAG SUKI,2.0288589743589744
21932,SCANDINAVIAN PAISLEY PICNIC BAG,1.854953560371517
21933,PINK VINTAGE PAISLEY PICNIC BAG,1.8455172413793102
21934,SKULL SHOULDER BAG,1.6458041958041958
21935,SUKI  SHOULDER BAG,1.6440487804878048
21936,RED RETROSPOT PICNIC BAG,2.949378238341969
21937,STRAWBERRY   PICNIC BAG,2.9268115942028987
21942,SKULLS DESIGN FLANNEL,0.83
21943,CAKES AND RABBITS DESIGN FLANNEL ,0.85
21944,KITTENS DESIGN FLANNEL,0.7688235294117647
21945,STRAWBERRIES  DESIGN FLANNEL ,0.8346666666666667
21946,PARTY TIME DESIGN FLANNEL,0.8081818181818182
21947,SET OF 6 HEART CHOPSTICKS,1.3603488372093022
21948,SET OF 6 CAKE CHOPSTICKS,1.404
21949,SET OF 6 STRAWBERRY CHOPSTICKS,1.305084745762712
21955,DOORMAT UNION JACK GUNS AND ROSES,7.755064102564102
21967,PACK OF 12 SKULL TISSUES,0.32386363636363635
21972,SET OF 36 DINOSAUR PAPER DOILIES,1.45
21973,SET OF 36 MUSHROOM PAPER DOILIES,1.45
21974,SET OF 36 PAISLEY FLOWER DOILIES,1.494061135371179
21975,PACK OF 60 DINOSAUR CAKE CASES,0.5587661141804788
21976,PACK OF 60 MUSHROOM CAKE CASES,0.5523843416370107
21977,PACK OF 60 PINK PAISLEY CAKE CASES,0.5514201183431954
21980,PACK OF 12 RED RETROSPOT TISSUES ,0.32844
21981,PACK OF 12 WOODLAND TISSUES ,0.3369270833333333
21982,PACK OF 12 SUKI TISSUES ,0.3419924812030075
21983,PACK OF 12 BLUE PAISLEY TISSUES ,0.352258064516129
21984,PACK OF 12 PINK PAISLEY TISSUES ,0.3552830188679245
21985,PACK OF 12 HEARTS DESIGN TISSUES ,0.334438202247191
21986,PACK OF 12 PINK POLKADOT TISSUES,0.33987261146496817
21987,PACK OF 6 SKULL PAPER CUPS,0.6476315789473684
21988,PACK OF 6 SKULL PAPER PLATES,0.8401342281879194
21989,PACK OF 20 SKULL PAPER NAPKINS,0.8464903846153846
21990,MODERN FLORAL STATIONERY SET,1.5006666666666666
21991,BOHEMIAN COLLAGE STATIONERY SET,1.5112621359223302
21992,VINTAGE PAISLEY STATIONERY SET,1.5270243902439025
21993,FLORAL FOLK STATIONERY SET,1.5254589371980676
22021,BLUE FELT EASTER EGG BASKET,1.65
22023,EMPIRE BIRTHDAY CARD,0.4296470588235294
22024,RAINY LADIES BIRTHDAY CARD,0.42852713178294577
22025,RING OF ROSES BIRTHDAY CARD,0.4152272727272727
22026,BANQUET BIRTHDAY  CARD  ,0.4182
22027,TEA PARTY BIRTHDAY CARD,0.42441064638783266
22028,PENNY FARTHING BIRTHDAY CARD,0.4309677419354839
22029,SPACEBOY BIRTHDAY CARD,0.4234683544303797
22030,SWALLOWS GREETING CARD,0.41921810699588474
22031,BOTANICAL LAVENDER BIRTHDAY CARD,0.47125
22032,BOTANICAL LILY GREETING CARD,0.42
22033,BOTANICAL ROSE GREETING CARD,0.42000000000000004
22034,ROBIN CHRISTMAS CARD,0.42
22035,VINTAGE CARAVAN GREETING CARD ,0.42666666666666664
22037,ROBOT BIRTHDAY CARD,0.42065891472868217
22038,BOTANICAL LAVENDER GIFT WRAP ,0.42
22039,BOTANICAL LILY GIFT WRAP,0.42
22040,BOTANICAL ROSE GIFT WRAP,0.42
22041,"RECORD FRAME 7"" SINGLE SIZE ",2.492964824120603
22042,CHRISTMAS CARD SINGING ANGEL,0.42
22043,CHRISTMAS CARD SCREEN PRINT ,0.23674418604651162
22044,CHRISTMAS CARD STACK OF PRESENTS,0.2602777777777778
22045,SPACEBOY GIFT WRAP,0.4186407766990291
22046,TEA PARTY  WRAPPING PAPER ,0.4189333333333333
22047,EMPIRE GIFT WRAP,0.41790476190476183
22048,BIRTHDAY BANQUET GIFT WRAP,0.4175
22049,WRAP CHRISTMAS SCREEN PRINT,0.26419354838709674
22050,PINK PAISLEY ROSE GIFT WRAP,0.418
22051,BLUE SCANDINAVIAN PAISLEY WRAP,0.42
22052,VINTAGE CARAVAN GIFT WRAP,0.42
22053,EMPIRE DESIGN ROSETTE,1.2261538461538461
22055,MINI CAKE STAND  HANGING STRAWBERY,1.4532876712328766
22057,CERAMIC PLATE STRAWBERRY DESIGN,1.2457142857142858
22059,CERAMIC STRAWBERRY DESIGN MUG,1.2993150684931507
22060,LARGE CAKE STAND HANGING HEARTS,5.28
22061,LARGE CAKE STAND  HANGING STRAWBERY,8.989844961240308
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,1.164736842105263
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2.7042857142857146
22064,PINK DOUGHNUT TRINKET POT ,1.6364705882352941
22065,CHRISTMAS PUDDING TRINKET POT ,0.6191954022988505
22066,LOVE HEART TRINKET POT,0.6193333333333333
22067,CHOC TRUFFLE GOLD TRINKET POT ,1.51734693877551
22068,BLACK PIRATE TREASURE CHEST,1.4195121951219511
22069,BROWN  PIRATE TREASURE CHEST ,1.417894736842105
22070,SMALL RED RETROSPOT MUG IN BOX ,3.895882352941176
22071,SMALL WHITE RETROSPOT MUG IN BOX ,3.628243243243243
22072,RED RETROSPOT TEA CUP AND SAUCER ,3.4602097902097904
22073,RED RETROSPOT STORAGE JAR,3.7040425531914893
22074,6 RIBBONS SHIMMERING PINKS ,1.2107894736842104
22075,6 RIBBONS ELEGANT CHRISTMAS ,1.5267213114754097
22076,6 RIBBONS EMPIRE  ,1.4291150442477873
22077,6 RIBBONS RUSTIC CHARM,1.7792577597840753
22078,RIBBON REEL LACE DESIGN ,2.0932432432432435
22079,RIBBON REEL HEARTS DESIGN ,1.6994736842105262
22080,RIBBON REEL POLKADOTS ,1.6468749999999999
22081,RIBBON REEL FLORA + FAUNA ,1.741111111111111
22082,RIBBON REEL STRIPES DESIGN ,1.6825882352941175
22083,PAPER CHAIN KIT RETROSPOT,2.9541348314606743
22084,PAPER CHAIN KIT EMPIRE,2.9068421052631583
22085,PAPER CHAIN KIT SKULLS ,2.9283783783783788
22086,PAPER CHAIN KIT 50'S CHRISTMAS ,2.9369990029910267
22087,PAPER BUNTING WHITE LACE,2.8797709923664123
22088,PAPER BUNTING COLOURED LACE,2.905555555555556
22089,PAPER BUNTING VINTAGE PAISLEY,2.934615384615385
22090,PAPER BUNTING RETROSPOT,2.9045359019264447
22091,EMPIRE TISSUE BOX,0.5529230769230769
22092,BLUE PAISLEY TISSUE BOX,0.5076136363636364
22093,MOTORING TISSUE BOX,0.5210967741935484
22094,RED RETROSPOT TISSUE BOX,0.5692567567567568
22095,LADS ONLY TISSUE BOX,0.6488990825688074
22096,PINK PAISLEY SQUARE TISSUE BOX ,0.5224778761061947
22097,SWALLOW SQUARE TISSUE BOX,0.5312857142857143
