CustomerID,Frequency,Monetary,LastPurchaseDate,Recency,R_score,F_score,M_score,RFM_Score,CustomerSegment
13493.0,2,618.63,2011-03-09 15:35:00,274,1,2,2,5,At Risk Customer
13494.0,1,316.26000000000005,2011-02-01 11:58:00,311,1,1,2,4,Lost Customer
13495.0,5,2044.8700000000001,2011-12-02 11:21:00,7,4,4,4,12,VIP Customer
13496.0,2,653.33,2011-11-29 10:58:00,10,4,2,2,8,Loyal Customer
13497.0,2,348.05,2011-03-02 09:04:00,282,1,2,2,5,At Risk Customer
13499.0,5,1159.11,2011-11-22 11:21:00,17,4,4,3,11,VIP Customer
13500.0,3,1166.77,2011-11-16 15:35:00,22,3,3,3,9,Loyal Customer
13501.0,1,1340.32,2011-02-24 18:59:00,287,1,1,3,5,At Risk Customer
13502.0,3,292.0,2011-11-23 10:39:00,16,4,3,1,8,Loyal Customer
13503.0,1,216.85,2011-09-29 13:23:00,70,2,1,1,4,Lost Customer
13504.0,1,295.93,2011-10-06 13:20:00,63,2,1,1,4,Lost Customer
13505.0,4,4393.63,2011-09-28 11:56:00,72,2,3,4,9,Loyal Customer
13506.0,2,458.52,2011-01-27 13:53:00,315,1,2,2,5,At Risk Customer
13507.0,4,2479.16,2011-12-06 13:13:00,2,4,3,4,11,VIP Customer
13508.0,1,110.97,2011-04-10 11:58:00,243,1,1,1,3,Lost Customer
13509.0,7,979.72,2011-12-01 10:10:00,8,4,4,3,11,VIP Customer
13510.0,4,1791.56,2011-12-08 13:46:00,0,4,3,4,11,VIP Customer
13512.0,1,251.21,2011-03-24 10:03:00,260,1,1,1,3,Lost Customer
13513.0,1,205.1,2011-08-05 11:50:00,126,2,1,1,4,Lost Customer
13514.0,1,152.20000000000002,2011-09-27 09:39:00,73,2,1,1,4,Lost Customer
13515.0,4,891.12,2011-09-28 11:26:00,72,2,3,3,8,Loyal Customer
13516.0,3,1389.41,2011-11-18 13:15:00,20,3,3,3,9,Loyal Customer
13517.0,3,2128.42,2011-10-11 11:43:00,59,2,3,4,9,Loyal Customer
13518.0,1,627.16,2011-09-15 10:29:00,85,2,1,2,5,At Risk Customer
13519.0,1,122.75,2011-09-22 18:24:00,77,2,1,1,4,Lost Customer
13520.0,6,3624.35,2011-10-12 10:20:00,58,2,4,4,10,VIP Customer
13521.0,3,1071.73,2011-12-08 13:50:00,0,4,3,3,10,VIP Customer
13522.0,1,125.80000000000001,2011-11-09 15:11:00,29,3,1,1,5,At Risk Customer
13523.0,5,3964.88,2011-11-06 15:11:00,32,3,4,4,11,VIP Customer
13524.0,5,680.1800000000001,2011-10-30 12:34:00,40,3,4,3,10,VIP Customer
13525.0,2,628.78,2011-11-25 12:01:00,14,4,2,2,8,Loyal Customer
13527.0,7,2242.36,2011-11-06 12:04:00,33,3,4,4,11,VIP Customer
13529.0,2,307.76,2011-09-22 09:15:00,78,2,2,2,6,At Risk Customer
13531.0,2,483.8,2011-05-18 16:56:00,204,1,2,2,5,At Risk Customer
13532.0,1,210.31,2011-11-06 12:25:00,33,3,1,1,5,At Risk Customer
13533.0,3,269.09,2011-06-10 11:54:00,182,1,3,1,5,At Risk Customer
13534.0,25,5870.08,2011-12-07 14:52:00,1,4,4,4,12,VIP Customer
13536.0,7,3444.39,2011-12-08 16:38:00,0,4,4,4,12,VIP Customer
13538.0,7,1280.85,2011-10-27 16:34:00,42,3,4,3,10,VIP Customer
13539.0,3,631.34,2011-09-15 10:18:00,85,2,3,2,7,Loyal Customer
13544.0,2,276.06,2011-10-31 11:57:00,39,3,2,1,6,At Risk Customer
13546.0,3,621.09,2011-11-27 14:50:00,11,4,3,2,9,Loyal Customer
13548.0,2,678.16,2011-09-04 14:50:00,95,2,2,3,7,Loyal Customer
13549.0,7,918.2,2011-11-14 09:20:00,25,3,4,3,10,VIP Customer
13551.0,1,91.80000000000001,2011-01-24 14:46:00,318,1,1,1,3,Lost Customer
13552.0,12,3740.07,2011-10-04 15:19:00,65,2,4,4,10,VIP Customer
13555.0,4,4098.88,2011-09-27 12:36:00,73,2,3,4,9,Loyal Customer
13557.0,2,584.06,2011-11-11 15:24:00,27,3,2,2,7,Loyal Customer
13558.0,4,594.52,2011-12-04 11:24:00,5,4,3,2,9,Loyal Customer
13560.0,1,171.42000000000002,2011-12-02 13:11:00,6,4,1,1,6,At Risk Customer
13561.0,1,141.85999999999999,2011-05-08 12:39:00,215,1,1,1,3,Lost Customer
13562.0,3,1799.33,2011-09-19 10:51:00,81,2,3,4,9,Loyal Customer
13563.0,2,777.53,2011-09-16 14:45:00,83,2,2,3,7,Loyal Customer
13564.0,3,1724.67,2011-07-18 14:33:00,143,1,3,4,8,Loyal Customer
13565.0,2,240.22,2011-11-20 14:33:00,18,3,2,1,6,At Risk Customer
13566.0,2,856.84,2011-10-30 11:59:00,40,3,2,3,8,Loyal Customer
13568.0,1,187.05,2011-06-19 14:42:00,172,1,1,1,3,Lost Customer
13569.0,2,338.62,2011-11-22 13:07:00,16,4,2,2,8,Loyal Customer
13570.0,1,239.49,2011-04-10 13:36:00,242,1,1,1,3,Lost Customer
13571.0,12,2088.94,2011-11-27 10:47:00,12,4,4,4,12,VIP Customer
13572.0,1,1384.25,2011-05-18 11:59:00,205,1,1,3,5,At Risk Customer
13573.0,2,290.25,2011-10-20 14:33:00,49,3,2,1,6,At Risk Customer
13575.0,5,732.0699999999999,2011-11-16 13:14:00,22,3,4,3,10,VIP Customer
13576.0,18,6717.34,2011-11-29 15:34:00,9,4,4,4,12,VIP Customer
13577.0,4,1687.6000000000001,2011-11-14 15:19:00,24,3,3,4,10,VIP Customer
13579.0,2,467.04,2011-11-25 08:41:00,14,4,2,2,8,Loyal Customer
13581.0,1,118.0,2011-02-03 14:41:00,308,1,1,1,3,Lost Customer
13583.0,1,781.03,2011-07-07 10:40:00,155,1,1,3,5,At Risk Customer
13584.0,1,142.4,2011-02-06 12:49:00,306,1,1,1,3,Lost Customer
13587.0,1,712.4,2011-10-07 12:31:00,63,2,1,3,6,At Risk Customer
13588.0,9,2478.95,2011-11-24 10:42:00,15,4,4,4,12,VIP Customer
13589.0,2,379.65,2011-11-25 12:10:00,14,4,2,2,8,Loyal Customer
13590.0,6,1981.92,2011-11-28 12:54:00,10,4,4,4,12,VIP Customer
13591.0,3,1117.13,2011-10-06 12:26:00,64,2,3,3,8,Loyal Customer
13592.0,4,247.95999999999998,2011-11-04 09:49:00,35,3,3,1,7,Loyal Customer
13593.0,5,2011.88,2011-08-23 13:35:00,107,2,4,4,10,VIP Customer
13594.0,1,396.97,2011-10-18 10:19:00,52,2,1,2,5,At Risk Customer
13596.0,2,664.11,2011-12-04 12:01:00,5,4,2,2,8,Loyal Customer
13598.0,1,160.04,2011-10-23 14:28:00,46,3,1,1,5,At Risk Customer
13599.0,21,5149.92,2011-12-08 16:10:00,0,4,4,4,12,VIP Customer
13600.0,1,219.52,2011-01-31 15:27:00,311,1,1,1,3,Lost Customer
13601.0,2,693.32,2011-10-25 17:31:00,44,3,2,3,8,Loyal Customer
13602.0,1,428.89,2011-10-06 11:47:00,64,2,1,2,5,At Risk Customer
13603.0,1,164.34,2011-11-13 15:57:00,25,3,1,1,5,At Risk Customer
13606.0,3,276.75,2011-11-10 17:46:00,28,3,3,1,7,Loyal Customer
13607.0,1,675.51,2011-10-30 16:17:00,39,3,1,3,7,Loyal Customer
13610.0,7,1082.33,2011-11-27 15:38:00,11,4,4,3,11,VIP Customer
13611.0,3,1154.4,2011-09-11 14:51:00,88,2,3,3,8,Loyal Customer
13614.0,4,1585.46,2011-11-15 14:47:00,23,3,3,3,9,Loyal Customer
13615.0,1,417.69,2011-01-25 08:21:00,318,1,1,2,4,Lost Customer
13617.0,3,544.18,2011-10-30 13:50:00,39,3,3,2,8,Loyal Customer
13618.0,1,177.34,2011-06-19 11:09:00,173,1,1,1,3,Lost Customer
13621.0,1,213.85,2011-08-15 08:26:00,116,2,1,1,4,Lost Customer
13623.0,5,727.74,2011-11-09 12:00:00,30,3,4,3,10,VIP Customer
13626.0,1,257.23,2011-04-01 10:05:00,252,1,1,1,3,Lost Customer
13627.0,5,1638.47,2011-10-11 14:20:00,58,2,4,3,9,Loyal Customer
13629.0,11,7792.36,2011-11-16 13:21:00,22,3,4,4,11,VIP Customer
13630.0,7,2031.78,2011-12-04 15:16:00,4,4,4,4,12,VIP Customer
13631.0,11,3070.42,2011-09-01 09:57:00,99,2,4,4,10,VIP Customer
13632.0,5,2118.93,2011-11-15 10:51:00,24,3,4,4,11,VIP Customer
13634.0,5,1547.3600000000001,2011-11-06 13:40:00,32,3,4,3,10,VIP Customer
13635.0,1,1071.03,2011-10-03 10:55:00,67,2,1,3,6,At Risk Customer
13636.0,5,949.12,2011-11-03 10:30:00,36,3,4,3,10,VIP Customer
13637.0,3,804.3,2011-10-18 13:32:00,51,2,3,3,8,Loyal Customer
13638.0,1,122.64,2011-11-24 10:38:00,15,4,1,1,6,At Risk Customer
13639.0,1,1033.34,2011-09-26 13:36:00,73,2,1,3,6,At Risk Customer
13642.0,1,312.28,2011-05-08 12:34:00,215,1,1,2,4,Lost Customer
13643.0,3,519.44,2011-11-08 15:37:00,30,3,3,2,8,Loyal Customer
13644.0,4,2624.26,2011-11-23 14:07:00,15,4,3,4,11,VIP Customer
13645.0,1,252.1,2011-08-11 16:11:00,119,2,1,1,4,Lost Customer
13647.0,4,1648.1200000000001,2011-11-30 12:00:00,9,4,3,3,10,VIP Customer
13649.0,2,346.6,2011-03-28 11:51:00,256,1,2,2,5,At Risk Customer
13650.0,6,1836.34,2011-11-23 12:22:00,16,4,4,4,12,VIP Customer
13651.0,2,94.2,2011-11-04 14:59:00,34,3,2,1,6,At Risk Customer
13652.0,3,1095.08,2011-10-25 08:51:00,45,3,3,3,9,Loyal Customer
13654.0,6,2707.33,2011-10-27 16:24:00,42,3,4,4,11,VIP Customer
13655.0,2,932.97,2011-08-17 14:25:00,113,2,2,3,7,Loyal Customer
13656.0,2,379.65,2011-06-28 10:31:00,164,1,2,2,5,At Risk Customer
13657.0,2,382.14,2011-11-29 12:32:00,10,4,2,2,8,Loyal Customer
13658.0,5,2639.17,2011-11-30 10:13:00,9,4,4,4,12,VIP Customer
13659.0,2,1563.0,2011-05-18 12:37:00,205,1,2,3,6,At Risk Customer
13662.0,3,881.26,2011-09-15 12:04:00,85,2,3,3,8,Loyal Customer
13663.0,1,189.47,2011-06-13 15:44:00,178,1,1,1,3,Lost Customer
13666.0,3,84.65,2011-10-10 15:39:00,59,2,3,1,6,At Risk Customer
13667.0,1,299.05,2011-07-13 15:42:00,148,1,1,1,3,Lost Customer
13668.0,21,6309.83,2011-12-07 12:11:00,2,4,4,4,12,VIP Customer
13669.0,2,218.55,2011-10-20 09:32:00,50,3,2,1,6,At Risk Customer
13670.0,1,349.7,2011-09-25 15:25:00,74,2,1,2,5,At Risk Customer
13672.0,2,186.39000000000001,2011-02-11 13:53:00,300,1,2,1,4,Lost Customer
13673.0,2,387.44,2011-11-21 12:11:00,18,3,2,2,7,Loyal Customer
13675.0,2,486.82000000000005,2011-07-11 12:57:00,150,1,2,2,5,At Risk Customer
13678.0,1,232.6,2011-07-11 10:14:00,151,1,1,1,3,Lost Customer
13680.0,4,3719.12,2011-12-08 13:47:00,0,4,3,4,11,VIP Customer
13681.0,4,827.83,2011-11-22 11:13:00,17,4,3,3,10,VIP Customer
13682.0,1,59.5,2011-06-05 14:06:00,186,1,1,1,3,Lost Customer
13684.0,1,65.13,2011-02-27 10:13:00,285,1,1,1,3,Lost Customer
13685.0,7,3119.44,2011-12-07 11:41:00,2,4,4,4,12,VIP Customer
13686.0,1,72.0,2011-06-10 09:10:00,182,1,1,1,3,Lost Customer
13689.0,1,910.0,2011-10-07 13:21:00,62,2,1,3,6,At Risk Customer
13690.0,1,172.25,2011-10-11 15:03:00,58,2,1,1,4,Lost Customer
13692.0,3,1488.32,2011-11-15 11:17:00,24,3,3,3,9,Loyal Customer
13694.0,50,65039.62,2011-12-06 09:32:00,3,4,4,4,12,VIP Customer
13695.0,15,2504.13,2011-11-08 14:26:00,30,3,4,4,11,VIP Customer
13697.0,1,151.29999999999998,2011-11-01 09:14:00,38,3,1,1,5,At Risk Customer
13699.0,1,308.58000000000004,2011-07-07 16:51:00,154,1,1,2,4,Lost Customer
13700.0,10,2248.63,2011-11-13 13:00:00,25,3,4,4,11,VIP Customer
13703.0,1,99.5,2011-01-25 13:10:00,317,1,1,1,3,Lost Customer
13704.0,9,2308.06,2011-12-04 15:13:00,4,4,4,4,12,VIP Customer
13705.0,3,711.86,2011-12-02 12:32:00,7,4,3,3,10,VIP Customer
13706.0,1,330.79,2011-02-10 09:21:00,302,1,1,2,4,Lost Customer
13707.0,2,806.41,2011-03-17 18:03:00,266,1,2,3,6,At Risk Customer
13708.0,1,285.33,2011-03-13 13:46:00,270,1,1,1,3,Lost Customer
13709.0,13,6307.650000000001,2011-12-06 10:28:00,3,4,4,4,12,VIP Customer
13710.0,1,180.48,2011-11-08 08:16:00,31,3,1,1,5,At Risk Customer
13711.0,2,252.06,2011-05-05 10:31:00,218,1,2,1,4,Lost Customer
13712.0,1,228.84,2011-04-07 12:33:00,246,1,1,1,3,Lost Customer
13715.0,5,1077.39,2011-03-03 19:21:00,280,1,4,3,8,Loyal Customer
13716.0,1,138.28,2011-03-15 13:49:00,268,1,1,1,3,Lost Customer
13717.0,6,1445.01,2011-11-07 14:13:00,31,3,4,3,10,VIP Customer
13718.0,2,306.55,2011-04-07 13:24:00,245,1,2,2,5,At Risk Customer
13719.0,5,1041.68,2011-11-24 15:26:00,14,4,4,3,11,VIP Customer
13720.0,4,799.9,2011-08-15 12:46:00,116,2,3,3,8,Loyal Customer
13721.0,1,524.14,2011-11-03 14:05:00,35,3,1,2,6,At Risk Customer
13722.0,3,2375.41,2011-07-31 12:44:00,131,2,3,4,9,Loyal Customer
13723.0,1,199.85000000000002,2011-05-06 17:04:00,216,1,1,1,3,Lost Customer
13725.0,8,1980.56,2011-10-21 10:03:00,49,3,4,4,11,VIP Customer
13726.0,2,1079.6599999999999,2011-11-01 10:49:00,38,3,2,3,8,Loyal Customer
13727.0,2,333.48,2011-11-11 09:46:00,28,3,2,2,7,Loyal Customer
13728.0,6,1016.14,2011-11-03 10:49:00,36,3,4,3,10,VIP Customer
13730.0,2,752.6,2011-07-27 08:35:00,135,2,2,3,7,Loyal Customer
13731.0,2,610.59,2011-05-04 14:33:00,218,1,2,2,5,At Risk Customer
13732.0,1,491.86,2011-11-11 15:49:00,27,3,1,2,6,At Risk Customer
13735.0,4,2883.54,2011-11-15 11:14:00,24,3,3,4,10,VIP Customer
13736.0,2,729.8,2011-12-04 15:19:00,4,4,2,3,9,Loyal Customer
13737.0,1,339.59999999999997,2011-05-23 16:32:00,199,1,1,2,4,Lost Customer
13739.0,1,216.9,2011-11-21 13:35:00,17,4,1,1,6,At Risk Customer
13740.0,1,350.75,2011-04-13 10:32:00,240,1,1,2,4,Lost Customer
13741.0,3,668.4300000000001,2011-09-29 09:19:00,71,2,3,2,7,Loyal Customer
13742.0,12,3107.87,2011-11-23 11:07:00,16,4,4,4,12,VIP Customer
13743.0,7,1341.6,2011-12-07 10:09:00,2,4,4,3,11,VIP Customer
13744.0,2,1080.52,2011-09-05 15:19:00,94,2,2,3,7,Loyal Customer
13745.0,1,300.04,2011-06-30 16:43:00,161,1,1,1,3,Lost Customer
13747.0,1,79.6,2010-12-01 10:37:00,373,1,1,1,3,Lost Customer
13748.0,5,948.25,2011-09-05 09:45:00,95,2,4,3,9,Loyal Customer
13750.0,5,1647.26,2011-10-17 12:16:00,53,2,4,3,9,Loyal Customer
13751.0,1,296.25,2011-02-24 15:56:00,287,1,1,1,3,Lost Customer
13752.0,6,1175.38,2011-08-07 14:16:00,123,2,4,3,9,Loyal Customer
13753.0,1,741.26,2011-02-25 12:48:00,287,1,1,3,5,At Risk Customer
13754.0,2,282.59999999999997,2011-07-11 11:51:00,151,1,2,1,4,Lost Customer
13755.0,9,2108.06,2011-12-06 12:26:00,3,4,4,4,12,VIP Customer
13756.0,14,5189.52,2011-12-07 16:44:00,1,4,4,4,12,VIP Customer
13758.0,7,3190.55,2011-11-28 11:11:00,11,4,4,4,12,VIP Customer
13759.0,2,659.4100000000001,2011-11-06 14:47:00,32,3,2,2,7,Loyal Customer
13760.0,2,286.79,2011-10-16 16:13:00,53,2,2,1,5,At Risk Customer
13761.0,2,1070.65,2011-10-20 14:01:00,49,3,2,3,8,Loyal Customer
13762.0,1,306.72,2011-05-05 09:15:00,218,1,1,2,4,Lost Customer
13763.0,1,1714.96,2011-10-07 15:13:00,62,2,1,4,7,Loyal Customer
13764.0,3,1519.42,2011-09-30 12:03:00,70,2,3,3,8,Loyal Customer
13767.0,37,17220.36,2011-12-07 15:00:00,1,4,4,4,12,VIP Customer
13769.0,10,2796.51,2011-12-07 15:08:00,1,4,4,4,12,VIP Customer
13771.0,4,2634.45,2011-10-06 14:18:00,63,2,3,4,9,Loyal Customer
13772.0,3,1122.63,2011-11-06 11:43:00,33,3,3,3,9,Loyal Customer
13774.0,1,345.0,2011-09-19 12:06:00,81,2,1,2,5,At Risk Customer
13777.0,33,25977.16,2011-12-09 12:25:00,0,4,4,4,12,VIP Customer
13778.0,1,178.7,2011-08-28 15:25:00,102,2,1,1,4,Lost Customer
13780.0,2,360.01,2011-12-02 13:49:00,6,4,2,2,8,Loyal Customer
13781.0,1,127.84,2011-04-03 12:08:00,250,1,1,1,3,Lost Customer
13782.0,6,908.86,2011-11-27 11:54:00,12,4,4,3,11,VIP Customer
13784.0,11,2462.79,2011-11-30 09:33:00,9,4,4,4,12,VIP Customer
13786.0,1,230.39999999999998,2010-12-07 13:53:00,366,1,1,1,3,Lost Customer
13787.0,2,309.04,2011-09-25 12:06:00,75,2,2,2,6,At Risk Customer
13790.0,1,348.8,2011-12-05 15:48:00,3,4,1,2,7,Loyal Customer
13791.0,2,1516.0,2011-08-04 11:44:00,127,2,2,3,7,Loyal Customer
13792.0,2,195.55,2011-10-04 14:31:00,65,2,2,1,5,At Risk Customer
13798.0,57,37153.85,2011-12-08 15:51:00,0,4,4,4,12,VIP Customer
13799.0,2,688.86,2011-08-15 12:07:00,116,2,2,3,7,Loyal Customer
13800.0,1,558.32,2011-02-03 12:27:00,309,1,1,2,4,Lost Customer
13801.0,1,324.8,2011-10-04 10:15:00,66,2,1,2,5,At Risk Customer
13802.0,3,4599.42,2011-07-24 10:54:00,138,2,3,4,9,Loyal Customer
13803.0,1,277.07,2011-03-29 12:57:00,254,1,1,1,3,Lost Customer
13804.0,7,2588.39,2011-11-09 12:32:00,30,3,4,4,11,VIP Customer
13805.0,2,924.6,2011-10-18 14:50:00,51,2,2,3,7,Loyal Customer
13806.0,1,256.38,2011-10-07 11:43:00,63,2,1,1,4,Lost Customer
13807.0,1,112.6,2010-12-07 15:48:00,366,1,1,1,3,Lost Customer
13808.0,5,1747.66,2011-12-04 12:18:00,5,4,4,4,12,VIP Customer
13809.0,1,155.05,2011-02-07 13:15:00,304,1,1,1,3,Lost Customer
13810.0,3,1499.01,2011-11-11 08:33:00,28,3,3,3,9,Loyal Customer
13811.0,3,814.5,2011-06-09 09:54:00,183,1,3,3,7,Loyal Customer
13812.0,3,539.0,2011-10-28 14:27:00,41,3,3,2,8,Loyal Customer
13813.0,4,1366.8600000000001,2011-10-31 10:38:00,39,3,3,3,9,Loyal Customer
13814.0,2,1579.12,2011-09-08 13:48:00,91,2,2,3,7,Loyal Customer
13815.0,4,4027.36,2011-11-17 14:19:00,21,3,3,4,10,VIP Customer
13816.0,2,571.6700000000001,2011-11-16 08:38:00,23,3,2,2,7,Loyal Customer
13817.0,2,382.98,2011-11-10 17:49:00,28,3,2,2,7,Loyal Customer
13819.0,3,1140.35,2011-02-11 10:38:00,301,1,3,3,7,Loyal Customer
13821.0,2,385.64,2011-07-18 09:49:00,144,1,2,2,5,At Risk Customer
13822.0,2,632.0,2011-12-04 12:13:00,5,4,2,2,8,Loyal Customer
13823.0,2,957.66,2011-11-21 10:22:00,18,3,2,3,8,Loyal Customer
13824.0,5,1698.94,2011-11-07 12:41:00,32,3,4,4,11,VIP Customer
13826.0,1,189.5,2011-06-16 13:48:00,175,1,1,1,3,Lost Customer
13827.0,3,409.8,2011-10-13 12:38:00,57,2,3,2,7,Loyal Customer
13828.0,1,209.49,2011-11-17 16:02:00,21,3,1,1,5,At Risk Customer
13831.0,6,2198.45,2011-11-23 15:41:00,15,4,4,4,12,VIP Customer
13832.0,1,52.199999999999996,2011-11-20 15:36:00,18,3,1,1,5,At Risk Customer
13833.0,1,383.85,2011-07-03 13:27:00,158,1,1,2,4,Lost Customer
13835.0,4,834.57,2011-11-14 15:37:00,24,3,3,3,9,Loyal Customer
13837.0,2,266.59000000000003,2011-05-12 12:10:00,211,1,2,1,4,Lost Customer
13838.0,4,674.82,2011-12-04 11:00:00,5,4,3,3,10,VIP Customer
13841.0,1,85.0,2011-04-01 12:10:00,252,1,1,1,3,Lost Customer
13842.0,9,3385.62,2011-10-12 10:51:00,58,2,4,4,10,VIP Customer
13844.0,1,361.62,2011-11-28 13:21:00,10,4,1,2,7,Loyal Customer
13845.0,1,312.98,2011-10-06 08:25:00,64,2,1,2,5,At Risk Customer
13846.0,3,865.0600000000001,2011-11-15 12:07:00,24,3,3,3,9,Loyal Customer
13848.0,3,1255.0,2011-09-08 12:58:00,91,2,3,3,8,Loyal Customer
13849.0,2,1537.95,2011-10-19 10:59:00,51,2,2,3,7,Loyal Customer
13850.0,1,1595.48,2011-08-02 14:04:00,128,2,1,3,6,At Risk Customer
13851.0,3,2651.46,2011-09-05 12:36:00,95,2,3,4,9,Loyal Customer
13853.0,1,1090.14,2011-10-13 14:18:00,56,2,1,3,6,At Risk Customer
13854.0,25,8109.5199999999995,2011-12-01 09:06:00,8,4,4,4,12,VIP Customer
13856.0,3,388.5,2011-06-24 10:03:00,168,1,3,2,6,At Risk Customer
13858.0,1,216.17,2011-10-13 16:17:00,56,2,1,1,4,Lost Customer
13859.0,1,201.16,2011-01-17 16:14:00,325,1,1,1,3,Lost Customer
13860.0,5,1245.9,2011-12-08 12:57:00,0,4,4,3,11,VIP Customer
13862.0,8,2209.36,2011-11-21 16:24:00,17,4,4,4,12,VIP Customer
13863.0,1,305.78,2011-04-06 10:20:00,247,1,1,1,3,Lost Customer
13865.0,4,501.56,2011-10-12 13:31:00,57,2,3,2,7,Loyal Customer
13866.0,1,145.67000000000002,2011-09-26 14:54:00,73,2,1,1,4,Lost Customer
13867.0,3,1005.09,2011-11-08 15:48:00,30,3,3,3,9,Loyal Customer
13868.0,2,3192.54,2011-12-02 16:32:00,6,4,2,4,10,VIP Customer
13869.0,4,3083.65,2011-08-08 13:53:00,122,2,3,4,9,Loyal Customer
13870.0,8,2770.94,2011-12-07 13:23:00,1,4,4,4,12,VIP Customer
13871.0,13,6403.25,2011-11-17 10:49:00,22,3,4,4,11,VIP Customer
13873.0,3,389.6,2011-08-12 10:08:00,119,2,3,2,7,Loyal Customer
13874.0,1,540.45,2010-12-16 18:20:00,357,1,1,2,4,Lost Customer
13875.0,5,1786.79,2011-10-17 09:36:00,53,2,4,4,10,VIP Customer
13876.0,1,122.7,2011-10-07 10:22:00,63,2,1,1,4,Lost Customer
13877.0,1,117.24,2011-09-14 15:49:00,85,2,1,1,4,Lost Customer
13878.0,1,1271.57,2011-10-16 12:19:00,54,2,1,3,6,At Risk Customer
13880.0,13,3219.77,2011-11-18 13:44:00,20,3,4,4,11,VIP Customer
13881.0,20,17159.52,2011-12-06 12:50:00,3,4,4,4,12,VIP Customer
13882.0,5,1191.13,2011-12-07 11:16:00,2,4,4,3,11,VIP Customer
13883.0,5,2674.48,2011-11-29 10:45:00,10,4,4,4,12,VIP Customer
13884.0,5,787.6,2011-12-02 16:30:00,6,4,4,3,11,VIP Customer
13885.0,2,506.8,2011-06-03 15:07:00,188,1,2,2,5,At Risk Customer
13886.0,1,243.56,2011-09-29 13:17:00,70,2,1,1,4,Lost Customer
13887.0,1,349.55,2011-05-19 17:22:00,203,1,1,2,4,Lost Customer
13888.0,2,595.67,2011-08-12 10:13:00,119,2,2,2,6,At Risk Customer
13889.0,1,416.90000000000003,2011-09-08 09:13:00,92,2,1,2,5,At Risk Customer
13890.0,10,1883.8100000000002,2011-12-08 15:36:00,0,4,4,4,12,VIP Customer
13892.0,4,632.97,2011-11-13 11:50:00,26,3,3,2,8,Loyal Customer
13893.0,1,821.1,2011-02-15 11:30:00,297,1,1,3,5,At Risk Customer
13894.0,3,564.62,2011-11-16 09:44:00,23,3,3,2,8,Loyal Customer
13895.0,4,2593.07,2011-11-11 16:57:00,27,3,3,4,10,VIP Customer
13897.0,1,311.16,2011-10-20 14:30:00,49,3,1,2,6,At Risk Customer
13898.0,1,155.93,2011-01-18 10:28:00,325,1,1,1,3,Lost Customer
13899.0,2,388.52,2011-11-23 13:40:00,15,4,2,2,8,Loyal Customer
13900.0,3,740.95,2011-06-09 19:26:00,182,1,3,3,7,Loyal Customer
13901.0,5,2867.2,2011-09-28 14:48:00,71,2,4,4,10,VIP Customer
13904.0,2,332.64,2011-11-02 13:41:00,36,3,2,2,7,Loyal Customer
13908.0,4,2369.55,2011-09-21 11:49:00,79,2,3,4,9,Loyal Customer
13911.0,9,2580.91,2011-10-13 15:43:00,56,2,4,4,10,VIP Customer
13914.0,2,626.45,2011-11-28 10:35:00,11,4,2,2,8,Loyal Customer
13917.0,2,272.04,2011-10-21 09:56:00,49,3,2,1,6,At Risk Customer
13918.0,2,1212.8400000000001,2011-10-21 12:25:00,49,3,2,3,8,Loyal Customer
13919.0,2,384.81,2011-10-11 14:24:00,58,2,2,2,6,At Risk Customer
13922.0,1,172.25,2010-12-23 10:38:00,351,1,1,1,3,Lost Customer
13923.0,1,351.13,2011-10-17 12:33:00,53,2,1,2,5,At Risk Customer
13924.0,6,1838.8500000000001,2011-12-08 09:39:00,1,4,4,4,12,VIP Customer
13925.0,4,678.25,2011-09-08 12:47:00,92,2,3,3,8,Loyal Customer
13926.0,1,223.85000000000002,2011-11-16 13:16:00,22,3,1,1,5,At Risk Customer
13927.0,1,348.99,2011-09-26 12:00:00,74,2,1,2,5,At Risk Customer
13928.0,4,464.57,2011-11-29 10:33:00,10,4,3,2,9,Loyal Customer
13929.0,2,842.65,2011-06-23 15:26:00,168,1,2,3,6,At Risk Customer
13930.0,2,337.34,2011-10-13 09:45:00,57,2,2,2,6,At Risk Customer
13931.0,2,1237.53,2011-09-05 10:12:00,95,2,2,3,7,Loyal Customer
13932.0,1,307.4,2011-02-18 12:02:00,294,1,1,2,4,Lost Customer
13933.0,2,608.7900000000001,2011-08-22 14:03:00,108,2,2,2,6,At Risk Customer
13934.0,1,922.1,2011-03-21 08:39:00,263,1,1,3,5,At Risk Customer
13936.0,1,376.58,2011-06-13 08:47:00,179,1,1,2,4,Lost Customer
13937.0,1,158.85,2011-06-23 16:35:00,168,1,1,1,3,Lost Customer
13938.0,1,71.66,2011-11-04 14:37:00,34,3,1,1,5,At Risk Customer
13939.0,3,568.55,2011-11-16 13:33:00,22,3,3,2,8,Loyal Customer
13940.0,4,839.14,2011-11-22 15:15:00,16,4,3,3,10,VIP Customer
13941.0,5,5112.96,2011-11-18 09:43:00,21,3,4,4,11,VIP Customer
13946.0,3,561.5699999999999,2011-09-21 13:33:00,78,2,3,2,7,Loyal Customer
13947.0,1,90.6,2011-10-05 14:42:00,64,2,1,1,4,Lost Customer
13948.0,1,102.0,2010-12-14 10:18:00,360,1,1,1,3,Lost Customer
13949.0,6,2427.32,2011-12-07 09:35:00,2,4,4,4,12,VIP Customer
13950.0,4,745.06,2011-11-28 14:44:00,10,4,3,3,10,VIP Customer
